B3SA3.SA,PETR4.SA,VALE3.SA,ITUB4.SA,BBAS3.SA,USIM5.SA
-0.005291005291005346,-0.0016744809109175973,-0.029492554575683227,-0.001969796454366457,-0.023218997361477478,-0.03728362183754985
-0.05718085106382975,0.0925863804092586,0.004766870251750488,-0.02828947368421053,0.04862236628849259,0.016597510373443924
-0.021156558533145242,0.011974209395148927,0.05129725722757583,-0.007786052809749533,-0.0059247810407006,0.0435374149659864
-0.050432276657060626,-0.007584951456310662,0.03694824425327892,-0.0180825656772432,-0.012438455558434924,-0.028683181225554022
0.0508345978755691,0.02506878630388254,-0.021759825921392584,0.02189020152883936,0.03673576489110464,0.024161073825503365
0.013718411552346543,0.021473307485833537,0.0,0.008160489629377654,0.017463933181473212,-0.005242463958060273
0.042022792022792244,0.10131386861313874,0.030585291255387004,0.047554806070826405,0.11144278606965163,0.02898550724637672
-0.0430622009569378,-0.03313891834570515,-0.02846351004991232,-0.03219575016097875,-0.024171888988361645,-0.030729833546734864
0.017857142857142794,-0.028790786948176494,-0.012635379061371799,-0.015302727877578137,-0.04472477064220193,-0.029062087186261687
-0.01754385964912286,-0.03416149068322982,0.011953311770496411,-0.00033783783783791765,-0.04081632653061218,0.020408163265306145
0.010714285714285676,-0.02396959953230049,-0.014313507504168821,-0.023994592767827005,-0.01151439299123902,-0.026666666666666727
-0.0183745583038869,0.0008984725965859308,-0.015508247568024935,-0.007963988919667653,-0.008356545961002881,0.012328767123287676
0.0007199424046075986,0.015559545182525225,0.03365315766862387,-0.0003490401396160081,0.005617977528090012,0.03924221921515558
0.03237410071942448,-0.027695934001178535,0.018149071765031666,0.005935754189944076,-0.006856272219400772,0.0078125
0.034146341463414664,0.007575757575757569,0.006803646754660608,0.006942034015966714,0.02454615187931486,-0.011627906976744207
-0.0026954177897573484,0.011428571428571566,0.020543316664414224,0.010685970355049923,0.014724232592962183,0.0039215686274509665
0.002027027027027062,0.000892060660124816,-0.0037081181300490096,-0.0020463847203273655,-0.0022134776192818117,0.02604166666666674
-0.006743088334457137,-0.03297682709447414,0.022996145154858372,0.018455228981544725,-0.017500616218880993,0.0012690355329949554
-0.0169721656483367,-0.036251920122887804,-0.01520270270270252,0.0,-0.015805318615153108,0.0012674271229404788
-0.04143646408839774,0.025820847943895497,-0.02361789154241989,-0.001677852348993314,0.05684425184807562,-0.0227848101265824
-0.05979827089337175,-0.0739589807333747,-0.026486486486486438,-0.05680672268907572,-0.0709117221418234,-0.025906735751295318
-0.034482758620689724,-0.01644295302013432,-0.050111049416990516,-0.004632929436920841,-0.004672897196261627,-0.06914893617021267
0.01984126984126977,-0.0013647219379051556,-0.0013152126260412844,-0.014679556032939467,0.005477308294209449,0.027142857142857135
-0.0077821011673151474,0.013665869490946392,-0.009364940005853084,0.00036337209302339524,-0.00025940337224383825,0.0013908205841446364
0.00941176470588223,-0.012807549713515387,0.015066469719350106,0.009444242644387923,0.012714063310846013,0.008333333333333304
0.04040404040404044,0.022191874359849928,-0.0021827706635623167,0.018351925152932713,0.04355623879067383,0.04820936639118467
0.0037341299477220424,0.0668002672010688,0.021146273880706,0.020141342756183844,0.012521482936410644,0.023653088042049797
-0.008928571428571397,-0.024107701941139648,-0.02242216509568684,-0.019743678559057898,-0.017943743937924417,-0.007702182284980652
0.02402402402402415,-0.002566570420275971,0.014609203798392922,0.010600706713780994,0.007160493827160552,0.012936610608020649
-0.030791788856304958,0.005789642972016784,0.01454283657307398,-0.032167832167832255,-0.014954645746506512,0.028097062579821364
-0.0635400907715582,-0.015669971218420176,-0.03136531365313644,-0.036127167630057855,-0.019412643106022975,-0.049689440993788914
0.01453957996768973,0.009096816114359862,0.00146520146520146,0.0033733133433282436,0.011421319796954377,0.01699346405228752
0.01751592356687892,0.0019317450096587585,-0.01975128017556682,-0.0026148673888681806,0.010288582183186845,0.019280205655527016
0.007824726134585402,-0.015102827763496252,0.018656716417910557,0.0037453183520599342,-0.0009935419771485154,0.032786885245901676
0.02795031055900621,0.027079934747145318,0.02798534798534802,0.010074626865671732,0.023868722028841383,0.042735042735042805
-0.021903323262839947,0.009847522236340556,-0.008694412770809623,-0.011821204285186515,-0.01529868868382711,-0.016393442622950727
0.0038610038610038533,0.0003145643284052646,-0.07246585190510413,-0.00785046728971961,-0.02688039457459912,-0.036904761904761996
-0.046923076923076845,0.009433962264151052,-0.013021237017516674,0.007159005275056529,0.004308160162189711,0.003708281829418958
0.03712671509281673,0.038629283489096666,0.02434427516883919,0.009352787130564977,0.05046681806712083,0.02586206896551735
-0.01634241245136181,0.002399520095980767,-0.03526525605642439,-0.015937731653076326,0.021619024741772686,-0.007202881152461038
-0.04272151898734189,0.012866546977857496,0.015416401780038225,-0.013559322033898313,-0.004702562896778839,-0.013301088270858408
-0.02066115702479343,-0.01831610044313159,0.00954766004069496,-0.014509354715540379,-0.015119300732341134,-0.01715686274509809
0.028691983122362874,-0.02407463135720722,0.007286821705426272,0.025958930647036027,0.015351403214200143,0.0037406483790525247
0.012305168170631653,0.06321307431390677,0.029859935354779044,0.0045317220543807935,0.0028348688873141015,0.02111801242236022
0.007293354943273878,-0.024361948955916368,0.019727992826184648,0.0033834586466165995,-0.02025912838633681,0.054744525547445244
0.027353177795655714,-0.010701545778834753,0.015242561922907738,0.005994754589734086,0.005049290694878472,0.07151095732410595
-0.024275646045418875,0.01081730769230771,-0.019055868341273152,-0.012290502793296132,-0.02320574162679423,0.00753498385360607
-0.0024077046548957037,-0.005945303210463826,0.03325974981604096,-0.004147812971342368,0.01689933872152838,0.03739316239316248
-0.01045856798069178,-0.030801435406698552,-0.06024782794473704,-0.0026505111700113604,-0.0012042389210020765,-0.08856848609680756
0.017073170731707332,-0.02098117864856519,0.01485298575325844,0.011389521640091216,-0.010127803231251509,0.02259887005649719
0.027178257394084637,0.053261897258115365,0.011350059737156526,0.023648648648648685,0.018757612667478663,0.015469613259668336
0.0015564202334630295,-0.019748653500897828,0.0075310100413468195,0.0029336266960029445,0.023672883787661414,0.019586507072905324
0.019425019425019396,-0.022893772893772923,0.023303532170599217,-0.004021937842778933,0.009110021023125414,-0.012806830309498363
0.0060975609756097615,-0.009059668853483305,-0.021770266399312455,-0.009911894273127775,-0.004861111111111094,0.00324324324324321
-0.007575757575757569,-0.00031525851197977683,0.02196193265007329,-0.008527994067482392,0.025819958129797538,0.024784482758620774
-0.0725190839694656,0.14317250078839483,0.038538681948424136,-0.011967090501121769,-0.053514739229024944,-0.01682439537329128
0.01810699588477349,0.02372413793103445,-0.03365981514691674,-0.0015140045420137804,-0.04240536655486349,-0.025668449197860932
-0.009700889248181022,0.003233629749393563,-0.0007137758743753775,-0.0181956027293404,-0.008506379784838591,-0.015367727771679385
0.01632653061224487,-0.016116035455277844,-0.02028571428571435,-0.025482625482625476,-0.016401715871814382,-0.020066889632107232
-0.030522088353413523,-0.048048048048048186,-0.008457276173811534,-0.01228209191759111,-0.030528476141611027,-0.0034129692832763903
-0.014084507042253502,-0.018927444794952564,-0.012794117647058845,-0.01845166466105097,-0.018258798623974504,0.0182648401826484
-0.06218487394957983,-0.009646302250803762,0.0058096231193207615,-0.02370249284838566,-0.018598382749326237,-0.053811659192825156
-0.032258064516129004,-0.001475796930342499,0.04043246445497628,-0.007115948095437474,-0.006866245536940374,0.0
0.00648148148148131,-0.004433934377771176,-0.030889679715302543,-0.010539629005059004,-0.01327433628318575,-0.028436018957346043
0.02023919043238287,0.013954869358669741,0.024529964747356026,0.00639113762249699,0.008127802690582886,0.050000000000000044
0.015329125338142457,-0.054465592972181565,0.013476702508960603,0.003386960203217493,0.006672226855713115,0.04994192799070851
-0.03374777975133203,-0.029111179931867404,-0.002404866317725296,-0.006329113924050556,-0.01822700911350461,-0.017699115044247593
-0.01378676470588236,-0.010845295055821325,-0.0022688598979012653,-0.003397027600849367,-0.006469760900140509,-0.01013513513513531
0.0,-0.009996775233795607,0.0018476407049459187,0.005538985939497421,-0.003397508493771184,0.021615472127417767
-0.0009319664492077884,-0.04462540716612384,-0.018158604057313066,-0.014406779661016889,-0.015056818181818254,-0.007795100222717233
0.027052238805969964,-0.010569382884418665,-0.009247218610027419,0.010748065348237246,0.006922411306605092,0.015712682379349197
-0.04268846503178936,0.005168849069607351,-0.01720869184774676,-0.008081667375584911,-0.006874820968203799,-0.006629834254143652
-0.03130929791271331,0.0003428179636613127,0.02211010535687774,0.012864493996569415,-0.00028843380444198985,-0.026696329254727535
0.005876591576885248,-0.019876627827278948,-0.002177700348431899,-0.03259949195596945,-0.026255049047893775,-0.03199999999999992
-0.023369036027263923,-0.02237762237762242,-0.005237887385421192,-0.013129102844638973,-0.013925925925925897,-0.010625737898465104
0.024925224327019047,-0.016809728183118877,-0.006143045195261099,-0.017738359201773912,-0.020132211538461564,-0.039379474940334114
0.0,0.027646416878865043,0.07137601177336261,0.011286681715575675,0.0012266176019626318,0.03726708074534146
0.02529182879377423,-0.000707964601769917,0.003434065934065922,0.004017857142857073,0.011026033690658466,-0.0023952095808382756
0.021821631878558012,0.0152320226709175,-0.003011635865845297,0.002223210315695834,-0.003332323538321691,0.007202881152461149
0.062209842154131945,0.00488485694347518,0.035287656185637895,0.016415261756876687,0.016717325227963764,0.026221692491060544
-0.006993006993006978,-0.011111111111111072,0.023607427055702956,-0.0004364906154518122,-0.009566517189835588,0.030197444831591147
-0.022007042253521125,-0.028441011235954994,-0.028245659497279196,-0.013973799126637543,-0.014488379112586935,-0.022547914317925466
0.014401440144014455,0.013010480664980006,-0.009333333333333416,0.009300265721877699,0.006431852986217512,-0.013840830449826869
-0.01685891748003543,0.03960042811273623,0.00497981157469729,-0.007020623080298383,0.005477784540474762,-0.004678362573099504
0.009927797833934937,-0.020933424845573034,0.005758671487879896,0.009721608484313027,0.0033292978208232515,0.004700352526439522
-0.020554066130473503,-0.02103049421661418,0.01944074567243681,-0.007877461706783384,0.006938159879336547,0.011695906432748426
-0.0009124087591242391,0.005370569280343629,0.02912748171368862,0.018085575650639507,-0.008987417615338611,0.04161849710982657
0.029223744292237397,0.008903133903133797,0.008376697550450452,0.010398613518197708,0.005139056831922728,0.01220865704772467
0.02928127772848277,-0.012354394634662813,-0.017621145374449365,0.011149228130360012,-0.0036090225563909506,0.014254385964912464
0.0,-0.06040028591851332,-0.0439461883408071,-0.005937234944868419,-0.020223362511319065,-0.030270270270270183
-0.0017241379310344307,0.007607455306199995,-0.027070490485124776,0.0017064846416381396,0.005853357979051177,-0.02898550724637683
0.006044905008635526,0.01887504718761801,0.037878787878787845,0.023424190800681366,0.006431852986217512,0.0378874856486795
-0.01373390557939913,0.002964060763245735,0.00862641008626408,0.0074906367041198685,0.0036518563603165077,0.0022123893805310324
0.005221932114882533,0.020317694865164437,-0.006578947368421018,0.010739363899215038,0.042753183747725965,-0.0055187637969095205
-0.008658008658008809,-0.011223750905141272,0.025298013245033113,-0.04168369431957497,-0.007560337307356724,-0.02663706992230852
0.013973799126637543,0.06481142438667153,0.05503164965766705,0.01279317697228155,-0.002343978904190025,0.06385404789053606
-0.01033591731266148,0.017881705639614998,0.0006122199093914205,-0.004210526315789553,-0.01556534508076346,0.004287245444801524
0.004351610095735259,-0.011148648648648729,0.0019579050416054233,0.006765327695560153,0.007159904534606021,0.026680896478121774
0.010398613518197708,0.012982576016399072,0.032730825598436875,0.01217975640487201,0.0234004739336493,0.05093555093555091
